molecule_name,atom_index,atom,x,y,z
dsgdb9nsd_000083,5,H,1.094356377,1.902336068,-0.1190007232
dsgdb9nsd_000083,6,H,-0.5068956631,1.972173186,-0.8638809838
dsgdb9nsd_000083,7,H,-0.3440795055,2.006280822,0.8957952222
dsgdb9nsd_000083,8,H,0.4892675776,-0.3601121367,-0.8895390153
dsgdb9nsd_000083,9,H,0.5525493766,-0.3513944606,0.8626988712
dsgdb9nsd_000083,10,H,-2.000315746,-0.1215368245,-0.7955968405
dsgdb9nsd_000083,11,H,-0.8550113065,-2.550658105,0.6877543828
dsgdb9nsd_000083,12,H,-2.417875134,-2.495436282,-0.1372012715
dsgdb9nsd_000083,13,H,-0.91928762,-2.35363802,-1.069140144
dsgdb9nsd_000083,14,H,-3.191001974,-0.6069955903,1.351370507
dsgdb9nsd_000083,15,H,-1.651972936,-0.5601058436,2.220634806
dsgdb9nsd_000083,16,H,-2.287937594,0.9057513156,1.460795717
dsgdb9nsd_000084,0,C,-0.0384122739,1.556213956,0.0093583711
dsgdb9nsd_000084,1,C,0.0190713549,0.0271607936,-0.0207420337
dsgdb9nsd_000084,2,C,0.7314150616,-0.5270932838,-1.254544222
dsgdb9nsd_000084,3,C,0.8397586786,-2.052069726,-1.228726548
dsgdb9nsd_000084,4,O,-0.0122646966,-0.0851439391,-2.389737582
dsgdb9nsd_000084,5,H,0.9684566397,1.988634243,0.0352623359
dsgdb9nsd_000084,6,H,-0.5437700638,1.938241337,-0.8807440679
dsgdb9nsd_000084,7,H,-0.5765295543,1.913833865,0.8925669784
dsgdb9nsd_000084,8,H,0.5316686733,-0.3499148575,0.8724099871
dsgdb9nsd_000084,9,H,-0.9972718631,-0.3863865384,-0.0018528883
dsgdb9nsd_000084,10,H,1.749093455,-0.0994302533,-1.288261838
dsgdb9nsd_000084,11,H,1.341439681,-2.42487137,-2.129576235
dsgdb9nsd_000084,12,H,1.418220116,-2.392291078,-0.3634087105
dsgdb9nsd_000084,13,H,-0.1561676504,-2.504438592,-1.18308875
dsgdb9nsd_000084,14,H,0.430908252,-0.4090161566,-3.179796416
dsgdb9nsd_000085,0,C,-0.0085760478,1.380978329,0.0945466951
dsgdb9nsd_000085,1,O,-0.0225510605,-0.0073946113,-0.1306257644
dsgdb9nsd_000085,2,C,-1.30243341,-0.6199780535,-0.0208830923
dsgdb9nsd_000085,3,C,-1.186872855,-1.978857513,-0.7030391811
dsgdb9nsd_000085,4,C,-1.755878239,-0.7466275965,1.437145081
dsgdb9nsd_000085,5,H,1.003215496,1.732580873,-0.1244349624
dsgdb9nsd_000085,6,H,-0.7151146831,1.908382749,-0.5667427996
dsgdb9nsd_000085,7,H,-0.2490906457,1.649672368,1.133846808
dsgdb9nsd_000085,8,H,-2.037379782,-0.0043224087,-0.5688419809
dsgdb9nsd_000085,9,H,-0.4479277926,-2.599456046,-0.1859686979
dsgdb9nsd_000085,10,H,-2.147510412,-2.50225525,-0.6910258135
dsgdb9nsd_000085,11,H,-0.8652421244,-1.858606787,-1.740778357
dsgdb9nsd_000085,12,H,-2.733214824,-1.23674908,1.492051171
dsgdb9nsd_000085,13,H,-1.036213499,-1.344838276,2.005446707
dsgdb9nsd_000085,14,H,-1.848984101,0.2293548332,1.921980867
dsgdb9nsd_000086,0,C,-0.0391320385,1.504563054,0.049789134
dsgdb9nsd_000086,1,C,0.0098585642,-0.0111387962,0.0124861886
dsgdb9nsd_000086,2,C,-1.241679811,-0.666630443,-0.5398997854
dsgdb9nsd_000086,3,C,1.338033871,-0.6689574802,-0.2740043043
dsgdb9nsd_000086,4,C,0.7512644169,-0.722215861,1.118625713
dsgdb9nsd_000086,5,H,0.8863303999,1.924900402,0.4557935831
dsgdb9nsd_000086,6,H,-0.1818387829,1.920457428,-0.9548929106
dsgdb9nsd_000086,7,H,-0.8683207582,1.858157181,0.6743964837
dsgdb9nsd_000086,8,H,-1.435708895,-0.3434438724,-1.569764108
dsgdb9nsd_000086,9,H,-1.153267572,-1.757577996,-0.5443383228
dsgdb9nsd_000086,10,H,-2.122214163,-0.4057081966,0.0595136103
dsgdb9nsd_000086,11,H,1.34398374,-1.582352077,-0.8600508441
dsgdb9nsd_000086,12,H,2.201968975,-0.0332908426,-0.4392932599
dsgdb9nsd_000086,13,H,1.219495765,-0.1224601776,1.892465798
dsgdb9nsd_000086,14,H,0.3615331904,-1.671537173,1.471719315
dsgdb9nsd_000087,0,C,-0.0397033023,1.509549978,-0.0411223315
dsgdb9nsd_000087,1,C,-0.0302355596,-0.0033532943,-0.0649836137
dsgdb9nsd_000087,2,C,-1.24613189,-0.6835664803,0.5253118981
dsgdb9nsd_000087,3,C,0.7893720103,-0.7112919344,-1.060275586
dsgdb9nsd_000087,4,O,1.225467976,-0.6005903626,0.2971228268
dsgdb9nsd_000087,5,H,0.8899277162,1.909484781,-0.4529655786
dsgdb9nsd_000087,6,H,-0.8795272271,1.90350108,-0.623766423
dsgdb9nsd_000087,7,H,-0.1444857557,1.875906041,0.9860442878
dsgdb9nsd_000087,8,H,-2.152187265,-0.4101261558,-0.0262949471
dsgdb9nsd_000087,9,H,-1.13412584,-1.770054315,0.4974703152
dsgdb9nsd_000087,10,H,-1.385866313,-0.3805545263,1.568827573
dsgdb9nsd_000087,11,H,0.5071268958,-1.71386874,-1.380850182
dsgdb9nsd_000087,12,H,1.370881035,-0.1436932217,-1.786408529
dsgdb9nsd_000088,0,C,-0.0371405158,1.5321592,0.0133230995
dsgdb9nsd_000088,1,C,0.0134433485,0.021170195,0.0192200525
dsgdb9nsd_000088,2,O,-1.174761041,-0.5973528431,-0.409312596
dsgdb9nsd_000088,3,C,1.307447983,-0.6990210626,-0.2738964978
dsgdb9nsd_000088,4,C,0.7084474854,-0.7137350438,1.122263177
dsgdb9nsd_000088,5,H,0.8902686083,1.962402795,0.4027613524
dsgdb9nsd_000088,6,H,-0.1784615063,1.915612623,-1.005185224
dsgdb9nsd_000088,7,H,-0.8701123164,1.889552014,0.6273095332
dsgdb9nsd_000088,8,H,-1.283522647,-0.4022539112,-1.346906409
dsgdb9nsd_000088,9,H,1.23973813,-1.616421151,-0.8478377397
dsgdb9nsd_000088,10,H,2.205439926,-0.1152381975,-0.4474447411
dsgdb9nsd_000088,11,H,1.195391593,-0.1388983426,1.902402842
dsgdb9nsd_000088,12,H,0.2473543934,-1.636702406,1.453784801
dsgdb9nsd_000089,0,N,-0.0444515235,1.256235331,0.3168191481
dsgdb9nsd_000089,1,C,-0.0391455948,0.0491370954,-0.0167055788
dsgdb9nsd_000089,2,C,-1.087496192,-1.041644462,-0.1148803256
dsgdb9nsd_000089,3,C,0.0986968818,-1.907548436,-0.5822589359
dsgdb9nsd_000089,4,O,0.9964750825,-0.7630662945,-0.4402800956
dsgdb9nsd_000089,5,H,0.8893597981,1.664813497,0.2491689284
dsgdb9nsd_000089,6,H,-1.543241135,-1.322358122,0.8357217247
dsgdb9nsd_000089,7,H,-1.869100363,-0.8571383865,-0.853259098
dsgdb9nsd_000089,8,H,0.3973975349,-2.722273501,0.081587209
dsgdb9nsd_000089,9,H,0.069450801,-2.254183452,-1.617960836
dsgdb9nsd_000090,0,O,-0.0010174632,0.0184662767,-0.2011474152
dsgdb9nsd_000090,1,C,-0.0140581136,1.196580585,0.0020530625
dsgdb9nsd_000090,2,C,-1.135429113,2.229791478,0.2195798033
dsgdb9nsd_000090,3,C,-0.035008842,3.290976369,0.5305222254
dsgdb9nsd_000090,4,C,1.084696638,2.259477945,0.189943305
dsgdb9nsd_000090,5,H,-1.71642814,2.417726621,-0.6890107784
dsgdb9nsd_000090,6,H,-1.833927574,1.98415059,1.024442443
dsgdb9nsd_000090,7,H,-0.0553474053,4.175852637,-0.106709627
dsgdb9nsd_000090,8,H,-0.0254147695,3.613990481,1.57278917
dsgdb9nsd_000090,9,H,1.810743895,2.032885339,0.9757897269
dsgdb9nsd_000090,10,H,1.636008006,2.462553797,-0.7337624355
dsgdb9nsd_000091,0,O,0.0318413394,-0.034616825,0.0084983631
dsgdb9nsd_000091,1,C,-0.0244033439,1.164405333,0.0216081138
dsgdb9nsd_000091,2,C,-1.145413219,2.23712809,0.0301290142
dsgdb9nsd_000091,3,C,0.0092880492,3.279458779,0.0455775801
dsgdb9nsd_000091,4,N,0.9384383847,2.146521088,0.0355439604
dsgdb9nsd_000091,5,H,-1.77030529,2.237797304,-0.8642843666
dsgdb9nsd_000091,6,H,-1.776328089,2.217653855,0.9200793396
dsgdb9nsd_000091,7,H,0.0717056395,3.918635158,-0.8407219287
dsgdb9nsd_000091,8,H,0.0662260314,3.898266246,0.9465795244
dsgdb9nsd_000091,9,H,1.946168398,2.095357132,0.0385594495
dsgdb9nsd_000092,0,O,0.0442400375,0.0393324275,-0.3307110378
dsgdb9nsd_000092,1,C,-0.0485447886,1.174162296,0.0041007598
dsgdb9nsd_000092,2,C,-1.142116563,2.236118497,0.1533836123
dsgdb9nsd_000092,3,C,0.0233253779,3.123570104,0.616816249
dsgdb9nsd_000092,4,O,0.956638079,2.011901223,0.4260374555
dsgdb9nsd_000092,5,H,-1.625737546,2.514822116,-0.7840110201
dsgdb9nsd_000092,6,H,-1.900092128,1.995533865,0.9002866319
dsgdb9nsd_000092,7,H,0.2836807678,3.961727509,-0.032292867
dsgdb9nsd_000092,8,H,0.0078225032,3.439426552,1.661627246
dsgdb9nsd_000093,0,O,0.0005389127,0.0066547452,-0.0974304919
dsgdb9nsd_000093,1,C,-0.0137198975,1.192138813,0.0313993622
dsgdb9nsd_000093,2,C,-1.106686815,2.266122844,0.1724791349
dsgdb9nsd_000093,3,N,-0.0354344507,3.251234751,0.4853369318
dsgdb9nsd_000093,4,C,1.053286154,2.295215058,0.1438390396
dsgdb9nsd_000093,5,H,-1.650479704,2.427961749,-0.7688605373
dsgdb9nsd_000093,6,H,-1.836067858,2.113705299,0.9756741047
dsgdb9nsd_000093,7,H,-0.0543460021,4.071936089,-0.1072705077
dsgdb9nsd_000093,8,H,1.807542063,2.162779684,0.9273624966
dsgdb9nsd_000093,9,H,1.567379373,2.471302767,-0.8115268831
dsgdb9nsd_000094,0,O,-0.0003169236,0.0067632072,-0.1713977373
dsgdb9nsd_000094,1,C,-0.0141709816,1.186728653,-0.0098027859
dsgdb9nsd_000094,2,C,-1.082831196,2.276533811,0.1557409411
dsgdb9nsd_000094,3,O,-0.038561151,3.264604234,0.2751398568
dsgdb9nsd_000094,4,C,1.028572697,2.305156933,0.127743107
dsgdb9nsd_000094,5,H,-1.729238551,2.436475069,-0.7167127379
dsgdb9nsd_000094,6,H,-1.702198978,2.193467254,1.058007542
dsgdb9nsd_000094,7,H,1.673667809,2.239232928,1.013241793
dsgdb9nsd_000094,8,H,1.647050677,2.482245481,-0.7614835485
dsgdb9nsd_000095,0,C,-0.4700593384,1.44206547,-0.0668454791
dsgdb9nsd_000095,1,C,0.1428730562,0.05485144,0.0374798425
dsgdb9nsd_000095,2,C,1.372546928,-0.3029527274,-0.8467916824
dsgdb9nsd_000095,3,C,1.959479938,-1.093645608,0.3532603947
dsgdb9nsd_000095,4,C,0.9988743314,-0.3076878707,1.285630988
dsgdb9nsd_000095,5,H,0.2921083924,2.21844829,0.0684409998
dsgdb9nsd_000095,6,H,-0.9361460447,1.600946047,-1.046127993
dsgdb9nsd_000095,7,H,-1.241481613,1.597073532,0.6962759266
dsgdb9nsd_000095,8,H,-0.635173412,-0.7056013236,-0.1005509539
dsgdb9nsd_000095,9,H,1.193383757,-0.8411817718,-1.781293897
dsgdb9nsd_000095,10,H,1.96867777,0.588577083,-1.070041845
dsgdb9nsd_000095,11,H,1.698735971,-2.155007178,0.305211005
dsgdb9nsd_000095,12,H,3.032535101,-1.01077235,0.5414805811
dsgdb9nsd_000095,13,H,1.482903864,0.582424282,1.702110264
dsgdb9nsd_000095,14,H,0.5130429604,-0.8497968649,2.101210618
dsgdb9nsd_000096,0,C,-0.3230822808,1.537514508,0.0194762369
dsgdb9nsd_000096,1,C,0.1184721413,0.0890017219,-0.0052314017
dsgdb9nsd_000096,2,C,0.8748928442,-0.4376330311,-1.247217375
dsgdb9nsd_000096,3,C,1.978410475,-0.8065748268,-0.2374035623
dsgdb9nsd_000096,4,O,1.273449256,-0.1541910836,0.8379403993
dsgdb9nsd_000096,5,H,0.4921198486,2.196587947,-0.2952766446
dsgdb9nsd_000096,6,H,-1.176158351,1.689234903,-0.6513480789
dsgdb9nsd_000096,7,H,-0.6277696303,1.827479118,1.030132052
dsgdb9nsd_000096,8,H,-0.7141020036,-0.563891872,0.2959730535
dsgdb9nsd_000096,9,H,0.4103331433,-1.262697061,-1.789100313
dsgdb9nsd_000096,10,H,1.15560811,0.3459626897,-1.95459519
dsgdb9nsd_000096,11,H,2.095010124,-1.883497639,-0.0560608301
dsgdb9nsd_000096,12,H,2.969703443,-0.3692414729,-0.4040800871
dsgdb9nsd_000097,0,C,-0.1837112371,1.546689095,-0.0167112931
dsgdb9nsd_000097,1,C,0.0451338235,0.0438672373,0.0227049403
dsgdb9nsd_000097,2,C,1.203011045,-0.540345796,-0.8198346406
dsgdb9nsd_000097,3,O,1.800616865,-1.155306152,0.339249912
dsgdb9nsd_000097,4,C,0.8339198263,-0.5431375408,1.216480033
dsgdb9nsd_000097,5,H,0.7510260882,2.092560151,0.1534491106
dsgdb9nsd_000097,6,H,-0.5831924791,1.861557069,-0.9869416908
dsgdb9nsd_000097,7,H,-0.8984372431,1.859171265,0.752441532
dsgdb9nsd_000097,8,H,-0.895067357,-0.4876837173,-0.148439953
dsgdb9nsd_000097,9,H,0.9356047222,-1.278575877,-1.585439171
dsgdb9nsd_000097,10,H,1.863929377,0.2137992363,-1.270816488
dsgdb9nsd_000097,11,H,1.294145647,0.2094899308,1.872739523
dsgdb9nsd_000097,12,H,0.3151704228,-1.283268561,1.837563926
dsgdb9nsd_000098,0,O,0.546228468,1.032704241,-0.5839808267
dsgdb9nsd_000098,1,C,-0.0011226887,-0.1103662125,0.0189823754
dsgdb9nsd_000098,2,C,0.1394595006,-0.3431042945,1.547771167
dsgdb9nsd_000098,3,C,-1.26863784,-0.9987651678,1.516326541
dsgdb9nsd_000098,4,C,-1.538446512,-0.264182361,0.1742350958
dsgdb9nsd_000098,5,H,0.2033237934,1.804338739,-0.1207121881
dsgdb9nsd_000098,6,H,0.4129664713,-0.9585795469,-0.5356040203
dsgdb9nsd_000098,7,H,0.9889073771,-0.927196259,1.909218669
dsgdb9nsd_000098,8,H,0.1178654883,0.6132303359,2.08356053
dsgdb9nsd_000098,9,H,-1.208288126,-2.081910641,1.380366988
dsgdb9nsd_000098,10,H,-1.941436138,-0.7911974551,2.350141155
dsgdb9nsd_000098,11,H,-2.004956817,0.7130793305,0.3458149292
dsgdb9nsd_000098,12,H,-2.091603107,-0.78230202,-0.612491715
dsgdb9nsd_000099,0,O,0.0772171436,1.417387241,-0.1443901587
dsgdb9nsd_000099,1,C,0.0167515637,0.0248479128,0.0323381688
dsgdb9nsd_000099,2,C,0.1119382284,-0.543925412,1.470007444
dsgdb9nsd_000099,3,O,-1.163878044,-1.200931908,1.324416046
dsgdb9nsd_000099,4,C,-1.419301783,-0.5204092975,0.0775067254
dsgdb9nsd_000099,5,H,1.000222139,1.678894787,-0.2169746558
dsgdb9nsd_000099,6,H,0.6603649544,-0.5038087893,-0.6818032706
dsgdb9nsd_000099,7,H,0.9180658894,-1.25385265,1.688786277
dsgdb9nsd_000099,8,H,0.0914620752,0.2442748721,2.234992321
dsgdb9nsd_000099,9,H,-2.161396835,0.2818396014,0.1822243602
dsgdb9nsd_000099,10,H,-1.728674562,-1.209411567,-0.7155088674
dsgdb9nsd_000100,0,C,-0.0518984955,1.552174348,-0.103184376
dsgdb9nsd_000100,1,C,0.0122664775,0.0469067539,0.0374752004
dsgdb9nsd_000100,2,C,1.301156917,-0.7066155329,-0.1972572405
dsgdb9nsd_000100,3,C,0.7043193884,-0.6489323916,1.190035619
dsgdb9nsd_000100,4,C,1.397503242,0.0948127989,2.310780109
dsgdb9nsd_000100,5,H,0.8740420881,2.035431708,0.2216222842
dsgdb9nsd_000100,6,H,-0.2164135675,1.836952783,-1.148529579
dsgdb9nsd_000100,7,H,-0.8715764599,1.976736844,0.4879704596
dsgdb9nsd_000100,8,H,-0.885082055,-0.4559694079,-0.3158078641
dsgdb9nsd_000100,9,H,1.276636576,-1.641490218,-0.7469796667
dsgdb9nsd_000100,10,H,2.194240669,-0.1140412081,-0.3756935917
dsgdb9nsd_000100,11,H,0.2167246071,-1.563779341,1.519023998
dsgdb9nsd_000100,12,H,1.91317356,0.9905117518,1.952717474
dsgdb9nsd_000100,13,H,0.6873800878,0.4090146831,3.084469717
dsgdb9nsd_000100,14,H,2.149346335,-0.5415180713,2.791115425
dsgdb9nsd_000101,0,C,-0.0799278572,1.559147393,-0.0387599405
dsgdb9nsd_000101,1,C,0.0004220604,0.0511156939,0.0434655092
dsgdb9nsd_000101,2,C,1.317486242,-0.6623003379,-0.2026996469
dsgdb9nsd_000101,3,C,0.7162432627,-0.6185492428,1.181281261
dsgdb9nsd_000101,4,O,1.281341264,0.2147479848,2.153417386
dsgdb9nsd_000101,5,H,0.8020767743,2.019799879,0.4114797185
dsgdb9nsd_000101,6,H,-0.1523541029,1.89225261,-1.07968732
dsgdb9nsd_000101,7,H,-0.9583608221,1.935647806,0.496431785
dsgdb9nsd_000101,8,H,-0.8861517353,-0.4693975316,-0.3091849587
dsgdb9nsd_000101,9,H,1.323844637,-1.600866569,-0.7466655673
dsgdb9nsd_000101,10,H,2.186193146,-0.0331681303,-0.3706875835
dsgdb9nsd_000101,11,H,0.28509951,-1.54025035,1.5729163
dsgdb9nsd_000101,12,H,2.129316612,-0.1623438652,2.408959297
dsgdb9nsd_000102,0,C,-0.1703456117,1.557657352,-0.1006546977
dsgdb9nsd_000102,1,C,0.0107525603,0.0557463843,-0.0522583305
dsgdb9nsd_000102,2,C,0.7179423947,-0.678024249,-1.142041502
dsgdb9nsd_000102,3,N,1.298115743,-0.5977750758,0.1938686593
dsgdb9nsd_000102,4,C,2.500472896,0.2025692263,0.3642881779
dsgdb9nsd_000102,5,H,0.6087670274,2.057179132,-0.6811930105
dsgdb9nsd_000102,6,H,-1.132386982,1.799571807,-0.5648912719
dsgdb9nsd_000102,7,H,-0.1735094934,1.989463233,0.906590277
dsgdb9nsd_000102,8,H,-0.8101044058,-0.4614805125,0.444273961
dsgdb9nsd_000102,9,H,0.3913610613,-1.662746183,-1.467711705
dsgdb9nsd_000102,10,H,1.166684835,-0.0690873511,-1.927761259
dsgdb9nsd_000102,11,H,2.58340476,1.067454453,-0.3126225501
dsgdb9nsd_000102,12,H,2.551436521,0.5689274698,1.395026382
dsgdb9nsd_000102,13,H,3.371850124,-0.4376946149,0.1920186202
dsgdb9nsd_000103,0,C,-0.0334596058,1.54674842,-0.1337351968
dsgdb9nsd_000103,1,C,-0.0496607995,0.0591427291,0.1086143696
dsgdb9nsd_000103,2,O,1.172611233,-0.6588887675,-0.0992523073
dsgdb9nsd_000103,3,C,0.6265308677,-0.625480635,1.224920301
dsgdb9nsd_000103,4,C,1.438497383,0.0564768854,2.296180645
dsgdb9nsd_000103,5,H,0.8426157324,2.024179044,0.308959469
dsgdb9nsd_000103,6,H,-0.0202060259,1.75197977,-1.209385031
dsgdb9nsd_000103,7,H,-0.9341921484,2.010737288,0.2831757706
dsgdb9nsd_000103,8,H,-0.9226240952,-0.4478905291,-0.3100106315
dsgdb9nsd_000103,9,H,0.1959379258,-1.580391684,1.536567775
dsgdb9nsd_000103,10,H,1.841182502,1.013029266,1.958130128
dsgdb9nsd_000103,11,H,0.8251451351,0.2292535777,3.187453479
dsgdb9nsd_000103,12,H,2.281527566,-0.5779641441,2.589616048
dsgdb9nsd_000104,0,O,-0.2169888143,1.382327709,-0.0106548661
dsgdb9nsd_000104,1,C,-0.0426474189,-0.010562771,0.0035949556
