id,molecule_name,atom_index_0,atom_index_1,type,scalar_coupling_constant
953,dsgdb9nsd_000065,9,2,1JHN,38.278
954,dsgdb9nsd_000065,9,3,3JHC,1.78531
955,dsgdb9nsd_000065,9,10,2JHH,-9.66039
956,dsgdb9nsd_000065,10,0,3JHC,8.42536
957,dsgdb9nsd_000065,10,1,2JHC,-0.807831
958,dsgdb9nsd_000065,10,2,1JHN,38.0507
959,dsgdb9nsd_000065,10,3,3JHC,1.12917
960,dsgdb9nsd_000066,5,0,1JHC,80.5361
961,dsgdb9nsd_000066,5,1,2JHC,1.61507
962,dsgdb9nsd_000066,5,3,3JHC,0.647505
963,dsgdb9nsd_000066,5,6,2JHH,-12.0763
964,dsgdb9nsd_000066,5,7,2JHH,-11.0808
965,dsgdb9nsd_000066,5,8,3JHH,2.28063
966,dsgdb9nsd_000066,6,0,1JHC,83.7287
967,dsgdb9nsd_000066,6,1,2JHC,-3.46224
968,dsgdb9nsd_000066,6,3,3JHC,3.26785
969,dsgdb9nsd_000066,6,7,2JHH,-10.181
970,dsgdb9nsd_000066,6,8,3JHH,10.7567
971,dsgdb9nsd_000066,7,0,1JHC,85.7609
972,dsgdb9nsd_000066,7,1,2JHC,-4.01092
973,dsgdb9nsd_000066,7,3,3JHC,8.72521
974,dsgdb9nsd_000066,7,8,3JHH,4.07583
975,dsgdb9nsd_000066,8,0,2JHC,-1.98206
976,dsgdb9nsd_000066,8,1,1JHC,99.951
977,dsgdb9nsd_000066,8,3,2JHC,-6.88414
978,dsgdb9nsd_000066,8,4,3JHC,3.67911
979,dsgdb9nsd_000066,8,9,3JHH,12.8806
980,dsgdb9nsd_000066,9,0,3JHC,-0.248498
981,dsgdb9nsd_000066,9,1,2JHC,-1.37857
982,dsgdb9nsd_000066,9,3,3JHC,2.19789
983,dsgdb9nsd_000066,10,1,3JHC,2.07464
984,dsgdb9nsd_000066,10,3,2JHC,17.8931
985,dsgdb9nsd_000066,10,4,1JHC,196.756
986,dsgdb9nsd_000067,5,0,1JHC,86.1966
987,dsgdb9nsd_000067,5,1,2JHC,-3.54672
988,dsgdb9nsd_000067,5,3,3JHC,9.06863
989,dsgdb9nsd_000067,5,6,2JHH,-11.6133
990,dsgdb9nsd_000067,5,7,2JHH,-10.3791
991,dsgdb9nsd_000067,5,8,3JHH,4.28368
992,dsgdb9nsd_000067,6,0,1JHC,82.4494
993,dsgdb9nsd_000067,6,1,2JHC,1.25777
994,dsgdb9nsd_000067,6,3,3JHC,0.635758
995,dsgdb9nsd_000067,6,7,2JHH,-12.3369
996,dsgdb9nsd_000067,6,8,3JHH,2.32327
997,dsgdb9nsd_000067,7,0,1JHC,85.1004
998,dsgdb9nsd_000067,7,1,2JHC,-3.87368
