molecule_name,atom_index_0,atom_index_1,type,fc,sd,pso,dso
dsgdb9nsd_000047,8,1,2JHC,-1.76294,0.127102,0.369361,-0.278879
dsgdb9nsd_000047,8,2,1JHC,80.2105,0.241008,0.675093,0.758208
dsgdb9nsd_000047,8,3,2JHC,-1.76303,0.127103,0.369357,-0.278875
dsgdb9nsd_000047,8,9,2JHH,-9.82157,0.377349,2.22044,-2.43864
dsgdb9nsd_000047,8,10,3JHH,1.21974,-0.024449,1.37609,-1.85804
dsgdb9nsd_000047,8,11,3JHH,6.9543,0.146322,0.281404,-0.221057
dsgdb9nsd_000047,9,0,3JHC,0.894707,-0.055809,0.156097,-0.210797
dsgdb9nsd_000047,9,1,2JHC,-2.47713,0.102032,0.352344,-0.192882
dsgdb9nsd_000047,9,2,1JHC,85.3929,0.182562,0.687974,0.793032
dsgdb9nsd_000047,9,3,2JHC,-2.47727,0.102032,0.352341,-0.192878
dsgdb9nsd_000047,9,10,3JHH,6.95429,0.146322,0.281408,-0.221062
dsgdb9nsd_000047,9,11,3JHH,9.37825,0.038453,1.94641,-2.69836
dsgdb9nsd_000047,10,0,2JHC,-1.76302,0.127104,0.369358,-0.278876
dsgdb9nsd_000047,10,1,3JHC,9.84357,-0.049507,0.307633,-0.531797
dsgdb9nsd_000047,10,2,2JHC,-1.76293,0.127102,0.369362,-0.27888
dsgdb9nsd_000047,10,3,1JHC,80.2106,0.241008,0.675094,0.758208
dsgdb9nsd_000047,10,11,2JHH,-9.82162,0.377349,2.22043,-2.43864
dsgdb9nsd_000047,11,0,2JHC,-2.47728,0.102031,0.35234,-0.192877
dsgdb9nsd_000047,11,1,3JHC,0.894714,-0.055809,0.156096,-0.210796
dsgdb9nsd_000047,11,2,2JHC,-2.47714,0.102031,0.352343,-0.192881
dsgdb9nsd_000047,11,3,1JHC,85.3929,0.182562,0.687975,0.793033
dsgdb9nsd_000049,5,0,1JHC,86.349,0.17557,0.890895,0.711628
dsgdb9nsd_000049,5,1,2JHC,-6.23252,0.141859,0.04478,-0.013393
dsgdb9nsd_000049,5,2,3JHC,2.6017,0.010436,0.208624,-0.324877
dsgdb9nsd_000049,5,3,3JHN,1.3081,-0.031456,-0.116248,-0.052655
dsgdb9nsd_000049,5,6,2JHH,-18.0691,0.39349,2.04569,-2.17065
dsgdb9nsd_000049,5,7,2JHH,-10.9426,0.345468,2.26733,-2.52785
dsgdb9nsd_000049,6,0,1JHC,87.0955,0.177605,0.874454,0.713786
dsgdb9nsd_000049,6,1,2JHC,-6.17283,0.136422,0.031472,-0.01485
dsgdb9nsd_000049,6,2,3JHC,2.90885,0.012394,0.218058,-0.339452
dsgdb9nsd_000049,6,3,3JHN,1.2489,-0.039016,-0.130435,-0.049293
dsgdb9nsd_000049,6,7,2JHH,-10.5878,0.343584,2.26888,-2.53722
dsgdb9nsd_000049,7,0,1JHC,80.5088,0.154832,1.00179,0.677043
dsgdb9nsd_000049,7,1,2JHC,-1.2439,0.115974,-0.190141,-0.036059
dsgdb9nsd_000049,7,2,3JHC,4.86742,-0.049215,-0.054795,0.088133
dsgdb9nsd_000049,7,3,3JHN,0.43084,-0.005089,0.062074,-0.15617
dsgdb9nsd_000049,8,0,3JHC,1.57433,-0.029992,0.021756,-0.050303
dsgdb9nsd_000049,8,1,2JHC,-5.32729,0.132225,-0.019026,-0.031177
dsgdb9nsd_000049,8,2,1JHC,84.1129,0.150745,0.968403,0.653278
dsgdb9nsd_000049,8,3,3JHN,2.57228,-0.028164,-0.017408,-0.102717
dsgdb9nsd_000049,8,9,2JHH,-11.2919,0.350433,2.30267,-2.61313
dsgdb9nsd_000049,8,10,2JHH,-16.4817,0.377247,2.24847,-2.43132
dsgdb9nsd_000049,9,0,3JHC,6.93028,0.03516,0.28844,-0.460932
dsgdb9nsd_000049,9,1,2JHC,-4.44715,0.023409,-0.206194,-0.089547
dsgdb9nsd_000049,9,2,1JHC,84.1848,0.186819,0.779463,0.653211
dsgdb9nsd_000049,9,3,3JHN,1.94185,-0.030665,-0.134281,0.059514
dsgdb9nsd_000049,9,10,2JHH,-11.2913,0.350623,2.30265,-2.61293
dsgdb9nsd_000049,10,0,3JHC,1.56746,-0.031421,0.019609,-0.048118
dsgdb9nsd_000049,10,1,2JHC,-5.33404,0.131685,-0.020493,-0.030859
dsgdb9nsd_000049,10,2,1JHC,84.0065,0.150333,0.969553,0.653293
dsgdb9nsd_000049,10,3,3JHN,2.5851,-0.028323,-0.017065,-0.103095
dsgdb9nsd_000049,11,1,3JHC,8.23023,-0.12083,0.394904,-0.896239
dsgdb9nsd_000049,11,3,2JHN,1.19841,-0.079935,-0.243814,-0.090003
dsgdb9nsd_000050,5,0,1JHN,57.3835,0.168755,1.45682,0.291903
dsgdb9nsd_000050,5,1,2JHC,3.94494,0.022274,-0.431946,-0.709027
dsgdb9nsd_000050,5,2,3JHC,7.11537,-0.016169,0.43834,-0.799715
dsgdb9nsd_000050,5,3,3JHC,7.11543,-0.016169,0.438339,-0.799716
dsgdb9nsd_000050,5,4,2JHC,3.94501,0.022274,-0.43193,-0.709035
dsgdb9nsd_000050,5,6,3JHH,0.902086,0.08092,0.783379,-1.07666
dsgdb9nsd_000050,5,9,3JHH,0.902058,0.080917,0.783408,-1.0767
dsgdb9nsd_000050,6,0,2JHN,4.16317,0.004338,-0.253233,-0.108688
dsgdb9nsd_000050,6,1,1JHC,123.777,0.387997,0.537223,0.936261
dsgdb9nsd_000050,6,2,2JHC,7.08416,0.025914,-0.616806,-0.528981
dsgdb9nsd_000050,6,3,3JHC,7.11376,-0.052718,0.287382,-0.620023
dsgdb9nsd_000050,6,4,3JHC,4.9203,0.111519,0.332445,-0.666545
dsgdb9nsd_000050,6,7,3JHH,1.37625,-0.132104,0.79382,-1.21064
dsgdb9nsd_000050,7,0,3JHN,3.64554,0.018728,0.093187,-0.176601
dsgdb9nsd_000050,7,1,2JHC,7.78736,0.032178,-0.776265,-0.433179
dsgdb9nsd_000050,7,2,1JHC,126.751,0.384679,0.625367,0.86758
dsgdb9nsd_000050,7,3,2JHC,4.54526,0.043089,-0.506625,-0.420162
dsgdb9nsd_000050,7,4,3JHC,7.64223,-0.072587,0.308266,-0.607409
dsgdb9nsd_000050,7,8,3JHH,1.76068,-0.011836,0.746225,-1.06924
dsgdb9nsd_000050,8,0,3JHN,3.64556,0.018727,0.093188,-0.176601
dsgdb9nsd_000050,8,1,3JHC,7.64227,-0.072588,0.308265,-0.607409
dsgdb9nsd_000050,8,2,2JHC,4.54531,0.043088,-0.506622,-0.420163
dsgdb9nsd_000050,8,3,1JHC,126.751,0.384677,0.625368,0.867581
dsgdb9nsd_000050,8,4,2JHC,7.78737,0.032177,-0.776268,-0.433178
dsgdb9nsd_000050,8,9,3JHH,1.37629,-0.132101,0.793809,-1.21063
dsgdb9nsd_000050,9,0,2JHN,4.16319,0.004338,-0.25323,-0.108689
dsgdb9nsd_000050,9,1,3JHC,4.9203,0.111519,0.332444,-0.666545
dsgdb9nsd_000050,9,2,3JHC,7.11373,-0.052718,0.287382,-0.620023
dsgdb9nsd_000050,9,3,2JHC,7.08412,0.025914,-0.616812,-0.528978
dsgdb9nsd_000050,9,4,1JHC,123.777,0.387997,0.537224,0.936263
dsgdb9nsd_000051,5,0,1JHN,55.5789,0.161498,1.36472,0.292729
dsgdb9nsd_000051,5,1,2JHC,5.37644,0.050683,-0.338832,-0.712981
dsgdb9nsd_000051,5,2,3JHC,8.22559,-0.024896,0.489064,-0.813966
dsgdb9nsd_000051,5,3,3JHN,-0.440161,-0.021909,-0.095086,-0.246965
dsgdb9nsd_000051,5,4,2JHC,5.43042,-0.003481,-0.573505,-0.697203
dsgdb9nsd_000051,5,6,3JHH,0.319442,0.085307,0.878343,-1.17941
dsgdb9nsd_000051,5,8,3JHH,-0.458823,0.029163,0.827977,-1.18658
dsgdb9nsd_000051,6,0,2JHN,4.59489,0.009911,-0.220823,-0.109621
dsgdb9nsd_000051,6,1,1JHC,126.568,0.417926,0.432339,0.936092
dsgdb9nsd_000051,6,2,2JHC,7.90393,0.014036,-0.647213,-0.519751
dsgdb9nsd_000051,6,3,3JHN,0.405397,-0.022433,-0.02097,-0.192666
dsgdb9nsd_000051,6,4,3JHC,6.12624,0.090055,0.371073,-0.672902
dsgdb9nsd_000051,6,7,3JHH,0.182358,-0.169737,0.889608,-1.32916
dsgdb9nsd_000051,7,0,3JHN,2.0803,0.013053,0.097802,-0.184423
dsgdb9nsd_000051,7,1,2JHC,15.9093,0.055994,-0.670079,-0.460123
dsgdb9nsd_000051,7,2,1JHC,133.293,0.383708,0.269263,0.944078
dsgdb9nsd_000051,7,3,2JHN,9.60117,0.000392,-0.436645,-0.108395
dsgdb9nsd_000051,7,4,3JHC,10.6359,-0.023104,0.378565,-0.698739
dsgdb9nsd_000051,8,0,2JHN,8.03833,0.016959,-0.278598,-0.113347
dsgdb9nsd_000051,8,1,3JHC,1.87909,0.094161,0.336376,-0.690427
dsgdb9nsd_000051,8,2,3JHC,9.05729,-0.001842,0.315639,-0.705803
dsgdb9nsd_000051,8,3,2JHN,10.5552,0.0094,-0.444644,-0.150602
dsgdb9nsd_000051,8,4,1JHC,127.565,0.357526,0.222971,1.04257
dsgdb9nsd_000052,5,1,1JHC,131.955,0.439872,0.073654,0.98406
dsgdb9nsd_000052,5,2,2JHC,12.0516,0.048135,-0.505068,-0.57305
dsgdb9nsd_000052,5,3,3JHC,5.68497,-0.063178,0.295155,-0.6417
dsgdb9nsd_000052,5,4,3JHC,5.0514,0.149681,0.319029,-0.730437
dsgdb9nsd_000052,5,6,3JHH,0.583675,-0.193987,0.888268,-1.32677
dsgdb9nsd_000052,6,1,2JHC,9.84243,0.016327,-0.847948,-0.438401
dsgdb9nsd_000052,6,2,1JHC,129.349,0.397229,0.495384,0.866685
dsgdb9nsd_000052,6,3,2JHC,4.50558,0.062167,-0.375563,-0.41231
dsgdb9nsd_000052,6,4,3JHC,7.44122,-0.096104,0.308928,-0.614597
dsgdb9nsd_000052,6,7,3JHH,1.45435,0.004189,0.809353,-1.11063
dsgdb9nsd_000052,7,1,3JHC,7.44122,-0.096104,0.308927,-0.614597
dsgdb9nsd_000052,7,2,2JHC,4.50557,0.062167,-0.375563,-0.41231
dsgdb9nsd_000052,7,3,1JHC,129.349,0.397228,0.495383,0.866685
dsgdb9nsd_000052,7,4,2JHC,9.84248,0.016326,-0.847946,-0.438402
dsgdb9nsd_000052,7,8,3JHH,0.583676,-0.193987,0.888268,-1.32677
dsgdb9nsd_000052,8,1,3JHC,5.05135,0.149681,0.319029,-0.730437
dsgdb9nsd_000052,8,2,3JHC,5.68498,-0.063178,0.295156,-0.6417
dsgdb9nsd_000052,8,3,2JHC,12.0515,0.048136,-0.505068,-0.573051
dsgdb9nsd_000052,8,4,1JHC,131.956,0.439874,0.07365,0.984058
dsgdb9nsd_000053,5,1,1JHC,135.733,0.47519,-0.025004,0.979525
dsgdb9nsd_000053,5,2,2JHC,13.0011,0.032751,-0.512016,-0.567397
dsgdb9nsd_000053,5,3,3JHN,0.411405,-0.025531,-0.002548,-0.198993
dsgdb9nsd_000053,5,4,3JHC,6.60363,0.121593,0.356272,-0.73022
dsgdb9nsd_000053,5,6,3JHH,-0.121867,-0.232499,0.998708,-1.46212
dsgdb9nsd_000053,6,1,2JHC,17.4222,0.037569,-0.711313,-0.471067
dsgdb9nsd_000053,6,2,1JHC,137.214,0.413132,0.176689,0.935592
dsgdb9nsd_000053,6,3,2JHN,9.33224,0.007837,-0.355965,-0.104702
dsgdb9nsd_000053,6,4,3JHC,10.6678,-0.047668,0.405972,-0.70354
dsgdb9nsd_000053,7,1,3JHC,1.84901,0.133067,0.314204,-0.749988
dsgdb9nsd_000053,7,2,3JHC,7.48811,-0.012801,0.332713,-0.723457
dsgdb9nsd_000053,7,3,2JHN,11.8539,0.031416,-0.346735,-0.167496
dsgdb9nsd_000053,7,4,1JHC,137.389,0.427896,-0.097549,1.09851
dsgdb9nsd_000055,5,0,1JHC,77.8546,0.159945,0.937959,0.738634
dsgdb9nsd_000055,5,1,2JHC,-2.86944,0.084905,-0.036173,0.011697
dsgdb9nsd_000055,5,2,3JHC,2.71194,-0.032638,-0.026978,0.025049
dsgdb9nsd_000055,5,3,3JHC,7.35111,0.01709,0.302206,-0.457096
dsgdb9nsd_000055,5,6,2JHH,-10.8248,0.361482,2.10032,-2.30259
dsgdb9nsd_000055,5,7,2JHH,-12.0451,0.363325,2.094,-2.27459
dsgdb9nsd_000055,6,0,1JHC,81.9738,0.187566,0.793676,0.72795
dsgdb9nsd_000055,6,1,2JHC,-3.12157,0.07805,-0.041148,0.017752
dsgdb9nsd_000055,6,2,3JHC,7.39469,0.022111,0.300749,-0.456917
dsgdb9nsd_000055,6,3,3JHC,2.49667,-0.033354,-0.024818,0.025553
dsgdb9nsd_000055,6,7,2JHH,-11.2774,0.361808,2.13875,-2.38103
dsgdb9nsd_000055,7,0,1JHC,76.4798,0.169275,0.914062,0.719634
dsgdb9nsd_000055,7,1,2JHC,1.40527,0.098921,0.01968,0.014776
dsgdb9nsd_000055,7,2,3JHC,0.694945,-0.033269,-0.013318,0.004348
dsgdb9nsd_000055,7,3,3JHC,1.08416,-0.031887,-0.007681,0.003954
dsgdb9nsd_000055,8,0,3JHC,0.695354,-0.033274,-0.013344,0.004386
dsgdb9nsd_000055,8,1,2JHC,1.40551,0.098924,0.019682,0.014763
dsgdb9nsd_000055,8,2,1JHC,76.4788,0.169272,0.914086,0.719628
dsgdb9nsd_000055,8,3,3JHC,1.08342,-0.031878,-0.007645,0.003898
dsgdb9nsd_000055,8,9,2JHH,-11.2769,0.361805,2.13879,-2.38109
dsgdb9nsd_000055,8,10,2JHH,-12.0462,0.363336,2.09392,-2.27447
dsgdb9nsd_000055,9,0,3JHC,7.39506,0.02211,0.300753,-0.456917
dsgdb9nsd_000055,9,1,2JHC,-3.12102,0.078057,-0.041125,0.017707
dsgdb9nsd_000055,9,2,1JHC,81.973,0.187584,0.793694,0.727935
dsgdb9nsd_000055,9,3,3JHC,2.4967,-0.033353,-0.024802,0.025535
dsgdb9nsd_000055,9,10,2JHH,-10.8255,0.361488,2.10029,-2.30253
dsgdb9nsd_000055,10,0,3JHC,2.71156,-0.032632,-0.026974,0.025036
dsgdb9nsd_000055,10,1,2JHC,-2.87002,0.084899,-0.036189,0.011725
dsgdb9nsd_000055,10,2,1JHC,77.8553,0.15991,0.937988,0.73864
dsgdb9nsd_000055,10,3,3JHC,7.35094,0.017097,0.302201,-0.457092
dsgdb9nsd_000055,11,0,3JHC,2.62716,-0.032506,-0.029065,0.02739
dsgdb9nsd_000055,11,1,2JHC,-3.38855,0.082603,-0.044551,0.012015
dsgdb9nsd_000055,11,2,3JHC,7.81504,0.020541,0.310566,-0.460298
dsgdb9nsd_000055,11,3,1JHC,80.8713,0.175575,0.805049,0.739889
dsgdb9nsd_000055,11,12,2JHH,-11.3347,0.372272,2.08007,-2.29541
dsgdb9nsd_000055,11,13,2JHH,-11.166,0.359577,2.14236,-2.3797
dsgdb9nsd_000055,12,0,3JHC,7.81524,0.020533,0.310567,-0.460302
dsgdb9nsd_000055,12,1,2JHC,-3.38857,0.082613,-0.04454,0.012012
dsgdb9nsd_000055,12,2,3JHC,2.62618,-0.032497,-0.029033,0.027345
dsgdb9nsd_000055,12,3,1JHC,80.869,0.175572,0.805069,0.739884
dsgdb9nsd_000055,12,13,2JHH,-11.1664,0.359583,2.14234,-2.37967
dsgdb9nsd_000055,13,0,3JHC,1.08374,-0.031569,-0.009268,0.009132
dsgdb9nsd_000055,13,1,2JHC,2.03718,0.099901,0.002092,0.020148
dsgdb9nsd_000055,13,2,3JHC,1.08392,-0.031568,-0.009272,0.009147
dsgdb9nsd_000055,13,3,1JHC,76.6848,0.166886,0.932656,0.730772
dsgdb9nsd_000055,14,0,3JHC,0.535289,-0.027928,0.066291,0.011167
dsgdb9nsd_000055,14,1,2JHC,-0.97824,0.012248,0.50513,-0.32366
dsgdb9nsd_000055,14,2,3JHC,0.535173,-0.027921,0.066312,0.011164
dsgdb9nsd_000055,14,3,3JHC,8.11782,0.021739,0.555031,-0.761762
dsgdb9nsd_000056,5,0,1JHC,80.9992,0.178955,0.974183,0.636126
dsgdb9nsd_000056,5,1,2JHC,-3.42691,0.144144,-0.03498,-0.001384
dsgdb9nsd_000056,5,3,3JHC,0.057554,-0.057264,0.009231,0.063529
dsgdb9nsd_000056,5,6,2JHH,-17.2596,0.38685,2.31077,-2.47514
dsgdb9nsd_000056,5,7,2JHH,-10.5069,0.336328,2.42176,-2.7611
dsgdb9nsd_000056,6,0,1JHC,81.0316,0.179185,0.973458,0.636077
dsgdb9nsd_000056,6,1,2JHC,-3.4105,0.143682,-0.036642,-0.001791
dsgdb9nsd_000056,6,3,3JHC,0.061592,-0.057441,0.008563,0.064754
dsgdb9nsd_000056,6,7,2JHH,-10.4683,0.336101,2.42259,-2.76272
dsgdb9nsd_000056,7,0,1JHC,89.4857,0.197589,0.785437,0.62952
dsgdb9nsd_000056,7,1,2JHC,-6.14782,0.006279,-0.295691,-0.057174
dsgdb9nsd_000056,7,3,3JHC,5.26649,0.078492,0.332846,-0.422831
dsgdb9nsd_000056,8,1,3JHC,2.48948,0.03613,0.259543,-0.417852
dsgdb9nsd_000056,8,3,2JHC,11.2798,0.889665,5.10634,-1.18611
dsgdb9nsd_000056,8,4,1JHC,197.13,0.891814,-1.27043,0.432389
dsgdb9nsd_000057,5,0,1JHC,83.3182,0.175726,0.938418,0.633166
dsgdb9nsd_000057,5,1,2JHC,-4.08839,0.152227,-0.031913,-0.001633
dsgdb9nsd_000057,5,3,3JHC,-0.015417,-0.055701,-0.013276,0.111163
dsgdb9nsd_000057,5,6,2JHH,-18.1308,0.392991,2.29775,-2.47878
dsgdb9nsd_000057,5,7,2JHH,-10.7163,0.333891,2.427,-2.79181
dsgdb9nsd_000057,6,0,1JHC,83.3136,0.17569,0.938525,0.633174
dsgdb9nsd_000057,6,1,2JHC,-4.09057,0.152284,-0.031679,-0.001579
dsgdb9nsd_000057,6,3,3JHC,-0.016127,-0.055685,-0.01318,0.110997
dsgdb9nsd_000057,6,7,2JHH,-10.7218,0.333924,2.42689,-2.79157
dsgdb9nsd_000057,7,0,1JHC,89.5872,0.206843,0.755614,0.623063
dsgdb9nsd_000057,7,1,2JHC,-6.10502,0.00319,-0.309367,-0.057875
dsgdb9nsd_000057,7,3,3JHC,5.93985,0.069325,0.318103,-0.388749
dsgdb9nsd_000059,5,0,1JHN,56.3051,0.137351,1.43444,0.223323
dsgdb9nsd_000059,5,1,2JHC,-1.33262,-0.123504,-0.659893,-0.496575
dsgdb9nsd_000059,5,3,3JHC,8.9951,0.086724,0.451328,-0.622548
dsgdb9nsd_000059,5,6,2JHH,6.18274,0.224233,5.57884,-6.07616
dsgdb9nsd_000059,6,0,1JHN,55.3542,0.171478,1.4899,0.224465
dsgdb9nsd_000059,6,1,2JHC,4.86496,-0.041862,-0.575205,-0.532019
dsgdb9nsd_000059,6,3,3JHC,0.725262,-0.025035,0.005971,0.155767
dsgdb9nsd_000059,7,1,3JHC,2.35704,0.052972,0.312567,-0.398459
dsgdb9nsd_000059,7,3,2JHC,11.6749,0.909814,5.17587,-1.18333
dsgdb9nsd_000059,7,4,1JHC,195.48,0.894833,-1.0842,0.44252
dsgdb9nsd_000060,5,0,1JHC,82.6155,0.175596,0.96261,0.679017
dsgdb9nsd_000060,5,1,2JHC,-3.91309,0.182084,-0.215745,0.031309
dsgdb9nsd_000060,5,3,3JHC,-0.359965,-0.076051,-0.000672,-0.007766
dsgdb9nsd_000060,5,6,2JHH,-18.5757,0.394795,2.1315,-2.25871
dsgdb9nsd_000060,5,7,2JHH,-10.1773,0.324434,2.38318,-2.72085
dsgdb9nsd_000060,6,0,1JHC,82.6024,0.175478,0.963089,0.679015
dsgdb9nsd_000060,6,1,2JHC,-3.91831,0.182214,-0.215049,0.031413
dsgdb9nsd_000060,6,3,3JHC,-0.361252,-0.076049,-0.000366,-0.007996
dsgdb9nsd_000060,6,7,2JHH,-10.1928,0.324515,2.38292,-2.72027
dsgdb9nsd_000060,7,0,1JHC,86.6012,0.20875,0.822144,0.650333
dsgdb9nsd_000060,7,1,2JHC,-4.44438,0.018139,-0.372608,-0.053772
dsgdb9nsd_000060,7,3,3JHC,4.28281,0.043322,0.333034,-0.408255
dsgdb9nsd_000060,8,0,3JHC,3.55904,0.025527,0.377368,-0.464527
dsgdb9nsd_000060,8,1,2JHC,24.456,-0.067427,0.055056,-0.055991
dsgdb9nsd_000060,8,3,1JHC,121.684,0.427295,-1.37016,1.02583
dsgdb9nsd_000063,5,0,1JHC,81.0282,0.168,0.931669,0.626598
dsgdb9nsd_000063,5,1,2JHC,-1.91475,0.069267,0.145186,-0.10866
dsgdb9nsd_000063,5,2,3JHC,1.89702,-0.031123,0.025587,-0.011074
dsgdb9nsd_000063,5,3,3JHC,9.71772,0.064167,0.319069,-0.403793
dsgdb9nsd_000063,5,6,2JHH,-10.9711,0.368201,2.31646,-2.62779
dsgdb9nsd_000063,5,7,2JHH,-10.9257,0.37081,2.25634,-2.54146
dsgdb9nsd_000063,5,8,3JHH,3.43894,0.075694,0.372126,-0.357966
dsgdb9nsd_000063,6,0,1JHC,80.9919,0.191405,0.864812,0.618315
dsgdb9nsd_000063,6,1,2JHC,-1.46957,0.048731,0.149473,-0.129978
dsgdb9nsd_000063,6,2,3JHC,9.0413,0.021039,0.305893,-0.455818
dsgdb9nsd_000063,6,3,3JHC,2.03526,-0.055475,-0.018198,0.094314
dsgdb9nsd_000063,6,7,2JHH,-11.6527,0.384963,2.25212,-2.52633
dsgdb9nsd_000063,6,8,3JHH,3.07977,0.067799,0.388581,-0.402311
dsgdb9nsd_000063,7,0,1JHC,83.7583,0.191591,0.818058,0.644255
dsgdb9nsd_000063,7,1,2JHC,-1.922,0.073064,0.16028,-0.107856
dsgdb9nsd_000063,7,2,3JHC,2.74963,-0.029582,0.025458,-0.023908
dsgdb9nsd_000063,7,3,3JHC,2.45326,-0.050885,-0.007895,0.072488
dsgdb9nsd_000063,7,8,3JHH,11.8277,0.044054,2.03779,-2.80562
dsgdb9nsd_000063,8,0,2JHC,-3.26068,0.064272,0.148999,-0.147499
dsgdb9nsd_000063,8,1,1JHC,84.6295,0.000222,0.619829,1.00619
dsgdb9nsd_000063,8,2,2JHC,-3.26069,0.064276,0.149007,-0.147506
dsgdb9nsd_000063,8,3,2JHC,-8.73774,0.203476,-0.070508,-0.028512
dsgdb9nsd_000063,8,4,3JHC,3.734,-0.097595,0.648318,-0.43444
dsgdb9nsd_000063,8,9,3JHH,11.8281,0.044056,2.03779,-2.80562
dsgdb9nsd_000063,8,10,3JHH,3.07868,0.06777,0.388769,-0.40258
dsgdb9nsd_000063,8,11,3JHH,3.44014,0.075722,0.371971,-0.357743
dsgdb9nsd_000063,9,0,3JHC,2.75111,-0.029591,0.025433,-0.023865
dsgdb9nsd_000063,9,1,2JHC,-1.92171,0.07306,0.160298,-0.107856
dsgdb9nsd_000063,9,2,1JHC,83.7588,0.191591,0.818052,0.644261
dsgdb9nsd_000063,9,3,3JHC,2.45235,-0.050875,-0.007886,0.072459
dsgdb9nsd_000063,9,10,2JHH,-11.6532,0.384972,2.25206,-2.52624
dsgdb9nsd_000063,9,11,2JHH,-10.9255,0.370807,2.25634,-2.54146
dsgdb9nsd_000063,10,0,3JHC,9.0412,0.021039,0.305894,-0.455819
dsgdb9nsd_000063,10,1,2JHC,-1.46983,0.048725,0.149488,-0.12998
dsgdb9nsd_000063,10,2,1JHC,80.9947,0.191399,0.864783,0.618325
dsgdb9nsd_000063,10,3,3JHC,2.0366,-0.055484,-0.018261,0.094412
dsgdb9nsd_000063,10,11,2JHH,-10.9706,0.368194,2.31646,-2.62781
dsgdb9nsd_000063,11,0,3JHC,1.89565,-0.031114,0.025618,-0.011119
dsgdb9nsd_000063,11,1,2JHC,-1.91468,0.069269,0.145175,-0.108661
dsgdb9nsd_000063,11,2,1JHC,81.0253,0.167995,0.931675,0.626598
dsgdb9nsd_000063,11,3,3JHC,9.7179,0.064161,0.319067,-0.403793
dsgdb9nsd_000063,12,1,3JHC,2.09562,0.08285,0.383289,-0.46186
dsgdb9nsd_000063,12,3,2JHC,13.2091,0.945968,5.16567,-1.18814
dsgdb9nsd_000063,12,4,1JHC,195.9,0.850707,-0.655459,0.480417
dsgdb9nsd_000065,5,0,1JHC,84.6725,0.195013,0.785557,0.632884
dsgdb9nsd_000065,5,1,2JHC,-2.79427,0.071469,0.089507,-0.072246
dsgdb9nsd_000065,5,2,3JHN,0.739306,-0.008965,0.002629,0.007795
dsgdb9nsd_000065,5,3,3JHC,9.25512,0.061671,0.323052,-0.37712
dsgdb9nsd_000065,5,6,2JHH,-11.0406,0.365593,2.34694,-2.71559
dsgdb9nsd_000065,5,7,2JHH,-10.9703,0.372537,2.25271,-2.55704
dsgdb9nsd_000065,5,8,3JHH,3.96045,0.076163,0.362214,-0.355598
dsgdb9nsd_000065,6,0,1JHC,81.4721,0.189342,0.853053,0.628802
dsgdb9nsd_000065,6,1,2JHC,-0.209125,0.058641,0.110719,-0.10301
dsgdb9nsd_000065,6,2,3JHN,4.74682,0.005592,0.076968,-0.140335
dsgdb9nsd_000065,6,3,3JHC,1.04154,-0.04865,-0.052993,0.142103
dsgdb9nsd_000065,6,7,2JHH,-12.0245,0.382891,2.24468,-2.51707
dsgdb9nsd_000065,6,8,3JHH,3.06037,0.072478,0.369161,-0.376598
dsgdb9nsd_000065,7,0,1JHC,83.3849,0.185397,0.820848,0.661034
dsgdb9nsd_000065,7,1,2JHC,-3.21093,0.07271,0.086059,-0.091036
dsgdb9nsd_000065,7,2,3JHN,1.05726,-0.01583,0.064243,-0.012806
dsgdb9nsd_000065,7,3,3JHC,2.92,-0.04763,-0.034448,0.11763
dsgdb9nsd_000065,7,8,3JHH,12.0193,0.046902,2.03866,-2.83599
dsgdb9nsd_000065,8,0,2JHC,-3.92536,0.06025,0.123376,-0.153842
dsgdb9nsd_000065,8,1,1JHC,92.1342,0.025019,0.204208,1.05222
dsgdb9nsd_000065,8,2,2JHN,2.16895,-0.008216,0.129679,-0.04833
dsgdb9nsd_000065,8,3,2JHC,-3.79372,0.163517,-0.054741,0.056524
dsgdb9nsd_000065,8,4,3JHN,0.650442,-0.014801,0.281849,-0.140312
dsgdb9nsd_000065,8,9,3JHH,14.065,0.04395,2.71289,-3.65034
dsgdb9nsd_000065,8,10,3JHH,2.31887,0.066687,0.586854,-0.566897
dsgdb9nsd_000065,9,0,3JHC,1.51718,-0.029317,0.087304,-0.044402
dsgdb9nsd_000065,9,1,2JHC,-1.15308,0.048123,0.302377,-0.280451
dsgdb9nsd_000065,9,2,1JHN,36.391,0.056779,1.63509,0.195186
dsgdb9nsd_000065,9,3,3JHC,1.79907,-0.041297,-0.066258,0.093797
dsgdb9nsd_000065,9,10,2JHH,-10.4893,0.582295,4.38175,-4.13518
dsgdb9nsd_000065,10,0,3JHC,8.57631,0.032016,0.4253,-0.608274
dsgdb9nsd_000065,10,1,2JHC,-0.801578,0.031128,0.273921,-0.311303
dsgdb9nsd_000065,10,2,1JHN,36.1762,0.057744,1.62995,0.186754
dsgdb9nsd_000065,10,3,3JHC,1.13803,-0.0459,-0.068483,0.105525
dsgdb9nsd_000066,5,0,1JHC,78.8255,0.182599,0.889028,0.638934
dsgdb9nsd_000066,5,1,2JHC,1.50453,0.078551,0.103607,-0.07162
dsgdb9nsd_000066,5,3,3JHC,0.634401,-0.055931,-0.017758,0.086793
dsgdb9nsd_000066,5,6,2JHH,-12.2039,0.376065,2.23968,-2.48814
