molecule_name,atom_index,XX,YX,ZX,XY,YY,ZY,XZ,YZ,ZZ
dsgdb9nsd_000081,0,157.141,3.3338,-0.11,1.9132,186.881,6.4793,-2.8989,9.816,167.956
dsgdb9nsd_000081,1,164.942,-2.8845,-0.6401,4.4721,154.459,-4.1149,-1.1657,-4.1902,150.274
dsgdb9nsd_000081,2,180.557,-14.686,1.7219,-13.1634,174.718,0.1273,7.6669,-2.5987,156.823
dsgdb9nsd_000081,3,149.097,-13.2087,11.2084,-11.6771,109.394,-10.0915,5.2763,-6.5301,101.917
dsgdb9nsd_000081,4,345.628,19.5494,-20.4669,45.1143,275.302,-13.0968,-31.9646,-14.4562,290.182
dsgdb9nsd_000081,5,31.2397,-2.3566,1.4941,-3.3025,33.2052,-0.5759,0.7182,-0.4602,25.2489
dsgdb9nsd_000081,6,28.6375,0.4987,1.1284,0.4553,30.3791,3.504,1.231,2.6619,34.9395
dsgdb9nsd_000081,7,30.8632,3.1585,-2.2735,4.2783,33.2069,-1.9566,-2.1989,-1.6314,28.5593
dsgdb9nsd_000081,8,27.7334,-0.1659,0.7254,-0.5203,27.5029,1.0336,1.0099,1.3122,34.1197
dsgdb9nsd_000081,9,30.6015,-1.2081,3.1025,-1.7953,28.8172,-1.8463,2.6863,-1.3509,34.0405
dsgdb9nsd_000081,10,29.2849,-3.115,-0.7237,-2.0204,35.7238,2.8478,-0.0884,2.0021,27.4301
dsgdb9nsd_000081,11,35.7871,0.9806,-3.1758,-0.2361,28.5452,-0.5863,-2.2458,-0.3884,27.8152
dsgdb9nsd_000081,12,29.1996,-1.0369,0.2652,0.296,31.1634,0.4201,1.7803,-0.0802,23.1408
dsgdb9nsd_000081,13,29.2177,-0.865,1.5252,-1.6092,25.8124,-2.9729,-0.6031,-2.346,29.9372
dsgdb9nsd_000081,14,41.941,4.4449,-5.6261,3.1281,27.3362,-4.4737,-4.6928,-4.5355,26.6647
dsgdb9nsd_000083,0,187.015,4.1136,-3.3779,6.966,167.844,-4.5458,-5.0487,-5.5421,174.659
dsgdb9nsd_000083,1,169.739,-8.7094,4.1042,-8.3846,152.664,-5.2631,7.9767,-6.2294,147.763
dsgdb9nsd_000083,2,165.079,0.8578,1.3589,-5.2663,150.484,-2.4288,1.6147,-1.7883,154.495
dsgdb9nsd_000083,3,180.39,14.9491,-0.1198,13.7248,169.223,-0.9728,-6.7146,-4.0841,146.73
dsgdb9nsd_000083,4,157.596,-5.2223,-0.4458,-2.7652,186.359,6.3308,1.9052,10.3779,165.64
dsgdb9nsd_000083,5,36.1733,-2.9536,2.2359,-2.0453,28.3004,-1.3045,1.8034,-1.5311,27.5562
dsgdb9nsd_000083,6,31.0117,0.445,-3.9673,0.1365,27.2356,-0.5488,-2.9833,0.1036,34.7348
dsgdb9nsd_000083,7,31.5416,2.8392,0.3242,1.6886,33.6759,2.1676,0.5333,1.68,26.5286
dsgdb9nsd_000083,8,30.8255,-0.9526,-0.1565,-0.4997,34.7006,0.7388,-0.3219,0.2644,25.0655
dsgdb9nsd_000083,9,30.5268,0.1533,0.1176,0.2648,27.5287,-2.3549,0.1248,-1.9724,33.8784
dsgdb9nsd_000083,10,28.5126,0.1635,-0.3494,0.5557,27.4673,0.5412,-0.6016,0.6753,34.4289
dsgdb9nsd_000083,11,30.9239,1.3535,-3.2237,1.5436,28.869,-1.8095,-2.6042,-1.3392,33.0655
dsgdb9nsd_000083,12,35.961,-0.781,3.3825,0.5022,28.3807,-0.5265,2.3575,-0.3327,27.6814
dsgdb9nsd_000083,13,29.4785,3.167,0.634,1.8015,35.2688,2.6043,0.4533,1.8212,27.3802
dsgdb9nsd_000083,14,31.6773,-3.2904,2.3119,-4.3729,32.7449,-1.7999,2.0925,-1.3987,27.9302
dsgdb9nsd_000083,15,28.7993,-0.7506,-1.2202,-0.7953,30.506,3.555,-1.2118,2.6585,34.5593
dsgdb9nsd_000083,16,31.1056,1.8031,-1.2895,3.1527,34.1956,-1.1965,-0.7229,-0.7902,25.7237
dsgdb9nsd_000084,0,187.564,-3.704,-2.7892,-7.6405,169.006,5.1255,-3.2664,6.4428,175.488
dsgdb9nsd_000084,1,169.715,8.7996,4.3876,7.527,154.1,4.4814,7.2757,4.6563,147.098
dsgdb9nsd_000084,2,112.913,0.7618,-1.235,6.6704,140.351,-17.5188,-5.9697,-13.7369,106.242
dsgdb9nsd_000084,3,181.17,-15.0274,-3.9217,-12.9175,164.498,-0.1847,-9.2264,2.1755,146.256
dsgdb9nsd_000084,4,279.71,31.9979,6.6414,18.6887,288.187,4.2294,23.2283,4.4216,256.014
dsgdb9nsd_000084,5,30.7959,-0.6761,-3.9768,-0.2324,27.2544,0.7471,-3.0379,0.06,34.8955
dsgdb9nsd_000084,6,30.8447,-2.4734,-0.021,-1.6206,33.5006,-2.401,0.3884,-1.9225,26.082
dsgdb9nsd_000084,7,36.0989,2.65,2.4459,1.7595,28.1373,1.4068,2.1336,1.6728,28.2023
dsgdb9nsd_000084,8,30.753,-0.0018,-0.3318,0.2832,34.7005,-1.1856,-0.5161,-1.2491,25.5832
dsgdb9nsd_000084,9,30.5065,-0.5697,-0.378,-0.5669,27.1348,2.6553,-0.6814,2.1706,33.1712
dsgdb9nsd_000084,10,25.9956,-0.4581,-0.2478,-0.2835,26.6405,-2.3798,-0.2993,-0.5159,30.7842
dsgdb9nsd_000084,11,35.3086,1.9005,2.7749,0.3262,28.5771,1.009,1.7548,0.5727,28.3393
dsgdb9nsd_000084,12,30.055,-3.012,1.2973,-2.2331,34.2673,-2.7088,0.9054,-2.1094,27.5527
dsgdb9nsd_000084,13,30.7773,-0.6658,-2.9501,-0.9721,28.052,1.8341,-1.7382,1.3071,32.8656
dsgdb9nsd_000084,14,33.57,6.9062,5.0819,7.6409,35.847,1.9953,4.4489,1.3608,26.5788
dsgdb9nsd_000085,0,174.731,-18.6085,-21.5966,-20.9273,107.378,3.1159,-21.1033,5.7506,124.466
dsgdb9nsd_000085,1,288.799,19.6642,16.9241,25.0745,285.851,16.2584,10.2811,31.6668,310.812
dsgdb9nsd_000085,2,140.82,14.1605,28.5141,17.0154,100.695,10.2153,24.5923,8.7365,107.002
dsgdb9nsd_000085,3,177.508,-15.2386,0.5608,-13.0695,171.883,3.8731,-5.0663,6.098,150.228
dsgdb9nsd_000085,4,155.837,6.7329,0.6949,4.2379,186.055,-8.1808,4.2157,-9.7427,172.811
dsgdb9nsd_000085,5,33.958,2.3011,1.7333,0.3846,25.3232,0.7272,0.4084,0.9914,25.3699
dsgdb9nsd_000085,6,30.2021,-0.2822,-5.9991,-0.2644,26.093,-0.1301,-3.1376,-1.1903,30.1184
dsgdb9nsd_000085,7,31.2639,-4.8712,-0.3574,-2.1348,29.0503,-0.9395,-0.4201,-0.0029,24.2263
dsgdb9nsd_000085,8,27.1084,0.5216,2.1208,-0.0648,26.9034,-0.1252,-0.6079,-0.9021,30.7762
dsgdb9nsd_000085,9,29.9196,-1.2133,-2.968,-1.5114,29.0127,1.694,-2.2744,0.7947,32.9887
dsgdb9nsd_000085,10,35.3755,-0.0584,3.5109,-0.587,28.8945,0.2616,2.8075,0.0937,28.2323
dsgdb9nsd_000085,11,28.5224,-2.1617,-0.0215,-0.6717,35.4134,-2.4144,-0.14,-1.6327,27.3268
dsgdb9nsd_000085,12,31.7747,3.0459,2.5418,3.5115,32.2592,2.0493,2.6619,1.9189,28.7573
dsgdb9nsd_000085,13,28.7254,0.5126,-1.6255,0.4105,30.0923,-3.3703,-1.6538,-1.8475,34.3618
dsgdb9nsd_000085,14,30.7162,-1.4403,-1.1993,-3.3862,33.625,0.9973,-0.9472,0.354,25.704
dsgdb9nsd_000087,0,166.499,-13.3206,-4.7573,-10.7003,188.095,0.0219,-0.0684,-1.0421,146.871
dsgdb9nsd_000087,1,98.1032,-0.001,-21.1612,-0.0012,177.021,0,-29.4428,0.0001,134.429
dsgdb9nsd_000087,2,166.498,13.3202,-4.7575,10.6995,188.096,-0.0209,-0.0698,1.0434,146.869
dsgdb9nsd_000087,3,112.387,-0.0008,-7.4671,-0.0007,167.43,-0.0001,-14.3547,-0.0001,136.383
dsgdb9nsd_000087,4,354.193,0,31.8934,-0.0001,374.747,0.0001,67.4838,0.0027,151.673
dsgdb9nsd_000087,5,29.2271,1.048,0.2471,1.5576,37.4599,-0.0687,0.4182,-0.016,26.5816
dsgdb9nsd_000087,6,30.8306,-1.9222,-4.3065,-3.3575,29.5172,2.5048,-3.4994,1.6118,30.5325
dsgdb9nsd_000087,7,30.9711,-1.5535,3.6918,-3.2738,29.524,-2.2247,3.3971,-0.8987,30.2214
dsgdb9nsd_000087,8,30.8298,1.9224,-4.3063,3.3576,29.5174,-2.5053,-3.4991,-1.6123,30.5329
dsgdb9nsd_000087,9,29.2273,-1.0483,0.2468,-1.5579,37.4597,0.0695,0.4178,0.0167,26.5816
dsgdb9nsd_000087,10,30.9715,1.5534,3.6917,3.2738,29.5242,2.2245,3.3971,0.8986,30.2208
dsgdb9nsd_000087,11,27.6297,-0.6224,3.7099,-4.5135,32.226,-4.2661,3.4243,-1.9102,28.331
dsgdb9nsd_000087,12,27.6295,0.6222,3.7098,4.5133,32.2261,4.2663,3.4243,1.9103,28.3312
dsgdb9nsd_000088,0,177.344,16.0208,0.1501,14.4682,173.373,0.5827,0.5357,-0.7062,144.215
dsgdb9nsd_000088,1,104.708,-0.1698,2.9492,-15.6512,194.673,-2.1449,3.3474,0.2118,107.062
dsgdb9nsd_000088,2,256.753,-8.624,-14.1369,-11.0629,289.635,10.4091,-19.9618,18.0182,258.42
dsgdb9nsd_000088,3,174.676,0.1067,11.2599,3.8663,201.792,-2.6213,-3.1723,3.2575,145.287
dsgdb9nsd_000088,4,174.924,1.2165,-6.6967,3.3908,199.335,2.0964,5.4552,-3.6728,147.193
dsgdb9nsd_000088,5,29.4576,1.5349,-0.1015,1.9651,37.1088,-0.0902,-0.1,-0.262,26.7123
dsgdb9nsd_000088,6,32.6734,0.6797,-4.1856,2.5536,27.3961,-0.7395,-3.1204,-0.1542,30.664
dsgdb9nsd_000088,7,32.12,0.7872,4.4481,2.5732,26.7463,1.0772,3.2728,0.2573,30.6818
dsgdb9nsd_000088,8,28.2506,-4.1554,-6.6653,-6.4531,33.1062,4.9993,-6.1872,4.119,33.7446
dsgdb9nsd_000088,9,29.4913,3.145,3.759,4.6884,33.0876,5.3078,3.7001,1.8716,30.9874
dsgdb9nsd_000088,10,27.9269,-0.8121,2.3082,-2.0501,35.5572,-7.2784,2.5809,-3.2454,30.6577
dsgdb9nsd_000088,11,27.9197,-0.5595,-2.0961,-2.1988,35.589,7.2909,-2.4698,3.1279,30.4014
dsgdb9nsd_000088,12,29.424,2.9261,-3.9144,4.6872,32.4514,-5.4009,-3.7958,-1.8682,30.6441
dsgdb9nsd_000089,0,45.7377,34.452,-0.0017,56.0698,-74.5436,-0.0011,0.0003,-0.003,212.793
dsgdb9nsd_000089,1,75.5615,12.0184,-0.0001,-10.2035,-63.6542,-0.0009,-0.0003,-0.0016,82.7804
dsgdb9nsd_000089,2,180.923,-3.6826,-0.0013,2.934,159.182,0.0006,-0.0008,0.0005,126.838
dsgdb9nsd_000089,3,132.911,-29.7362,-0.0006,-38.0708,139.589,0.001,0.0003,0.001,119.415
dsgdb9nsd_000089,4,10.5888,131.536,0.003,61.6152,197.808,-0.0004,0.0005,-0.0031,136.333
dsgdb9nsd_000089,5,27.805,0.2784,0,-1.0031,21.1383,0,0,-0.0001,25.7174
dsgdb9nsd_000089,6,26.8202,-0.5355,-0.8601,0.2235,30.5537,3.4925,-0.6465,2.2762,28.4229
dsgdb9nsd_000089,7,26.8202,-0.5354,0.86,0.2235,30.5533,-3.4925,0.6466,-2.2762,28.423
dsgdb9nsd_000089,8,29.6592,0.4282,-2.8153,-0.33,25.8652,0.4414,-2.2363,-0.8805,27.3455
dsgdb9nsd_000089,9,29.6595,0.4283,2.8152,-0.3299,25.8653,-0.4414,2.2362,0.8805,27.3453
dsgdb9nsd_000092,0,-203.595,-50.1061,-0.0008,-83.8036,-202.197,0.0056,-0.0087,0.009,229.319
dsgdb9nsd_000092,1,82.7757,-13.8865,0.0019,3.363,-67.8263,0.0014,0.0016,0.0026,77.197
dsgdb9nsd_000092,2,179.228,-5.2161,-0.0009,2.7977,160.086,-0.0008,0.0002,-0.0002,111.687
dsgdb9nsd_000092,3,132.65,-28.0172,0.0008,-37.6519,141.534,-0.0012,-0.0003,-0.0007,127.299
dsgdb9nsd_000092,4,-106.043,169.146,-0.0162,35.913,203.064,-0.0025,-0.0168,-0.0008,78.3538
dsgdb9nsd_000092,5,26.9213,-0.2003,-0.727,0.6713,30.6728,3.4283,-0.3736,2.1683,27.8161
dsgdb9nsd_000092,6,26.9215,-0.2005,0.727,0.6713,30.6734,-3.4284,0.3735,-2.1682,27.8159
dsgdb9nsd_000092,7,29.2244,0.55,-2.546,-0.4705,25.9784,0.5914,-2.6919,-0.9694,28.1906
dsgdb9nsd_000092,8,29.2242,0.5499,2.5461,-0.4706,25.9784,-0.5914,2.6919,0.9695,28.1907
dsgdb9nsd_000094,0,-749.955,0,-0.0736,0.0001,-335.977,-0.0001,-0.1187,-0.0002,319.977
dsgdb9nsd_000094,1,-19.8407,0,0.0062,0,-83.6516,0,-0.0088,0,89.977
dsgdb9nsd_000094,2,134.486,-19.5023,-0.0088,-32.7516,119.263,0.0005,0.0011,-0.0057,47.2158
dsgdb9nsd_000094,3,325.851,0.0002,0.0007,0,388.77,0,-0.0132,0.0001,298.567
dsgdb9nsd_000094,4,134.486,19.5023,-0.0088,32.7516,119.263,-0.0005,0.0011,0.0057,47.2157
dsgdb9nsd_000094,5,26.1133,-2.3132,-0.9249,-2.5172,29.2906,2.6259,0.4894,0.2079,23.6706
dsgdb9nsd_000094,6,26.113,-2.3127,0.9249,-2.5174,29.2891,-2.6266,-0.4894,-0.209,23.6708
dsgdb9nsd_000094,7,26.113,2.3127,0.9249,2.5174,29.2891,2.6266,-0.4894,0.209,23.6708
dsgdb9nsd_000094,8,26.1133,2.3132,-0.9249,2.5172,29.2906,-2.6259,0.4894,-0.2079,23.6706
dsgdb9nsd_000096,0,182.212,-0.0665,-9.7871,1.819,154.912,-1.2746,-13.0843,-0.3457,160.748
dsgdb9nsd_000096,1,107.125,-24.0057,2.2324,-25.147,145.485,-16.7971,-1.6851,-11.4819,86.1054
dsgdb9nsd_000096,2,180.794,9.4132,8.4296,2.8876,151.759,2.525,10.0788,1.8315,147.372
dsgdb9nsd_000096,3,124.367,31.3439,6.5478,37.1435,146.204,9.0583,10.1425,8.6309,104.429
dsgdb9nsd_000096,4,328.319,-43.7637,28.8238,-23.9027,298.773,-16.1612,32.4642,13.0094,244.421
dsgdb9nsd_000096,5,29.6057,0.3647,-2.0403,0.4825,27.5582,0.2522,0.4382,0.2271,34.0165
dsgdb9nsd_000096,6,33.4069,-4.021,0.7948,-3.6167,30.5753,-0.9932,0.9225,-0.7671,28.2537
dsgdb9nsd_000096,7,32.1807,4.4595,0.4956,3.6671,30.9066,1.5349,0.556,0.8752,27.9903
dsgdb9nsd_000096,8,27.349,-1.1619,2.0732,-0.7023,24.6238,-1.7972,-0.7967,-0.3181,28.2094
dsgdb9nsd_000096,9,27.2186,1.5819,-1.929,2.085,31.8908,-3.1598,-1.3266,-0.9825,28.5167
dsgdb9nsd_000096,10,27.998,0.6223,-0.0456,-0.0191,31.2686,3.4425,-0.6892,0.9272,29.0596
dsgdb9nsd_000096,11,31.0817,0.3175,-2.3361,0.959,25.6365,-0.6104,0.5753,0.5804,24.6065
dsgdb9nsd_000096,12,29.9303,0.0969,4.5707,0.2969,25.0976,0.7653,2.0488,-0.4246,27.0501
dsgdb9nsd_000097,0,185.25,0,6.8062,0,159.262,0,9.113,0.0001,169.172
dsgdb9nsd_000097,1,157.149,0,2.5126,0.0001,174.032,0.0001,2.8589,0.0002,140.312
dsgdb9nsd_000097,2,144.488,24.2992,-15.1542,25.0963,107.281,-2.8639,-15.2171,-7.1112,92.2344
dsgdb9nsd_000097,3,324.969,-0.0001,-13.0912,0,370.796,0.0001,-48.3681,0.0002,287.419
dsgdb9nsd_000097,4,144.488,-24.2993,-15.1544,-25.0962,107.281,2.8639,-15.2171,7.1112,92.2343
dsgdb9nsd_000097,5,29.3878,0,2.22,0,27.0826,0.0001,-0.2193,0.0001,34.8735
dsgdb9nsd_000097,6,33.1788,4.691,-0.1521,4.0751,30.7215,-1.3745,-0.5847,-0.9253,28.0679
dsgdb9nsd_000097,7,33.1787,-4.691,-0.152,-4.0751,30.7217,1.3744,-0.5846,0.9252,28.0679
dsgdb9nsd_000097,8,29.1473,0,-0.5839,0,24.7617,0,1.5313,0,31.8557
dsgdb9nsd_000097,9,25.8715,0.3213,-0.6398,-0.6464,30.1755,-2.8728,0.6158,-0.5955,25.0988
dsgdb9nsd_000097,10,27.2773,0.5763,0.1515,1.4872,30.0381,2.8039,-0.8773,-0.0797,24.6715
dsgdb9nsd_000097,11,27.2773,-0.5763,0.1515,-1.4872,30.0381,-2.8039,-0.8773,0.0797,24.6715
dsgdb9nsd_000097,12,25.8715,-0.3213,-0.6398,0.6463,30.1755,2.8728,0.6158,0.5955,25.0988
dsgdb9nsd_000098,0,268.426,-0.0012,20.1526,-0.0015,224.885,-0.0022,-17.7926,-0.0013,261.384
dsgdb9nsd_000098,1,147.475,0.0002,-26.2518,0.0002,115.788,0.0005,-27.3222,0.0003,101.65
dsgdb9nsd_000098,2,172.786,-11.696,1.0817,-6.3533,151.478,-4.7966,1.9041,-1.2399,135.886
dsgdb9nsd_000098,3,165.316,0.0001,-1.0038,0,184.697,0,10.6005,0,176.945
dsgdb9nsd_000098,4,172.786,11.6959,1.0819,6.3532,151.478,4.7965,1.9041,1.2398,135.886
dsgdb9nsd_000098,5,31.9985,0,-3.0468,0.0001,25.034,-0.0004,-2.4361,-0.0004,39.29
dsgdb9nsd_000098,6,28.5782,0,-1.2645,0,24.1356,0,0.6021,0,29.9367
dsgdb9nsd_000098,7,26.75,-1.1093,-0.5065,-0.2348,34.2905,2.9344,-0.2542,1.776,27.0362
dsgdb9nsd_000098,8,28.9912,0.5646,-0.2714,1.0657,30.9922,-3.1404,-0.6343,-2.1504,30.4389
dsgdb9nsd_000098,9,31.8872,0,-4.3717,0,27.4514,0,-3.775,0,31.804
dsgdb9nsd_000098,10,34.0392,0,4.3965,0,26.5905,0,3.8459,0,30.1438
dsgdb9nsd_000098,11,28.9912,-0.5646,-0.2714,-1.0657,30.9921,3.1405,-0.6343,2.1504,30.4389
dsgdb9nsd_000098,12,26.75,1.1093,-0.5065,0.2349,34.2905,-2.9344,-0.2542,-1.776,27.0362
dsgdb9nsd_000099,0,301.911,25.41,15.0128,35.3579,287.252,-3.3853,-10.1147,8.5997,261.8
dsgdb9nsd_000099,1,135.813,-3.613,-33.9123,-1.0678,119.111,-5.1721,-19.7138,-4.3808,108.957
dsgdb9nsd_000099,2,142.445,19.3715,12.6907,23.7206,105.13,-1.2145,9.313,1.23,86.4952
dsgdb9nsd_000099,3,320.745,-0.5672,-1.3686,0.089,391.218,-3.605,60.2456,-2.4287,300.432
dsgdb9nsd_000099,4,146.826,-23.292,14.1762,-25.8678,107.388,-1.6816,9.8861,-3.7842,87.0199
dsgdb9nsd_000099,5,37.5775,8.2088,1.8077,7.5466,29.7598,5.0619,2.0299,3.4066,26.6745
dsgdb9nsd_000099,6,28.1012,-0.0367,-2.1806,-0.6685,22.2755,-0.1705,-1.4558,0.0824,29.5811
dsgdb9nsd_000099,7,25.9978,0.5644,0.7287,0.3007,30.4475,2.3855,-0.4172,0.4435,25.0142
dsgdb9nsd_000099,8,26.8478,1.1303,-0.0769,2.2126,29.633,-2.6456,0.5756,-0.1495,24.8953
dsgdb9nsd_000099,9,26.9634,-1.0467,-0.3465,-1.9346,29.4119,2.5307,0.8276,0.0387,24.8034
dsgdb9nsd_000099,10,25.7493,-0.6993,0.9794,-0.1852,30.3695,-2.7335,-0.4163,-0.8227,25.1343
dsgdb9nsd_000100,0,173.399,13.1231,-2.2833,13.2031,181.747,-4.8936,-1.8,-4.7634,172.024
dsgdb9nsd_000100,1,157.546,-7.2216,-3.6753,-1.6682,187.905,-22.6439,-12.9378,-24.3323,180.928
dsgdb9nsd_000100,2,169.453,0.0067,-0.0019,0.0014,178.97,-27.0327,0.0002,-27.6041,181.247
dsgdb9nsd_000100,3,157.548,7.2191,3.6798,1.6685,187.901,-22.6405,12.9391,-24.3365,180.932
dsgdb9nsd_000100,4,173.401,-13.1236,2.2838,-13.2022,181.747,-4.8918,1.8021,-4.7627,172.026
dsgdb9nsd_000100,5,30.4263,1.0378,0.0713,1.15,31.0246,-4.8971,0.3925,-5.0385,32.2754
dsgdb9nsd_000100,6,36.2538,-0.2252,-2.6023,1.2031,27.9175,-0.1673,-3.6197,0.0653,26.8795
dsgdb9nsd_000100,7,28.805,3.5977,1.3337,3.705,33.6799,4.6718,0.5524,3.1,28.7491
dsgdb9nsd_000100,8,30.0108,0.8804,3.3897,-2.6095,29.0865,-7.4201,6.6028,-4.453,33.9448
dsgdb9nsd_000100,9,25.6673,0.0006,0,-0.0003,40.3638,1.0441,0.0002,-3.8449,27.442
dsgdb9nsd_000100,10,26.8597,-0.0002,-0.0005,-0.0002,30.1309,-2.0986,0.0002,1.8723,38.9983
dsgdb9nsd_000100,11,30.0105,-0.8803,-3.3896,2.6096,29.0875,-7.4195,-6.6036,-4.4533,33.9442
dsgdb9nsd_000100,12,30.427,-1.0372,-0.0718,-1.1492,31.0258,-4.8972,-0.3932,-5.0393,32.2733
dsgdb9nsd_000100,13,28.8056,-3.5984,-1.335,-3.706,33.6783,4.6718,-0.5535,3.1001,28.7502
dsgdb9nsd_000100,14,36.2529,0.2253,2.6041,-1.2029,27.9178,-0.167,3.6218,0.0661,26.8805
dsgdb9nsd_000102,0,174.872,11.0635,-4.1667,10.2973,182.923,-5.9941,-1.3819,-4.6648,175.512
dsgdb9nsd_000102,1,148.343,-9.81,-10.1799,-14.2189,159.973,-32.0842,-20.5318,-32.0838,162.317
dsgdb9nsd_000102,2,144.145,-15.5901,-19.8444,-7.5772,161.397,-25.7087,-13.7142,-33.5588,162.677
dsgdb9nsd_000102,3,193.139,53.3429,22.2783,21.527,264.229,-14.617,57.0479,-33.1119,250.839
dsgdb9nsd_000102,4,144.801,-28.5721,3.6094,-27.6558,166.526,-14.0335,4.4991,-14.5766,144.005
dsgdb9nsd_000102,5,30.0454,1.3423,-0.3053,1.5909,29.4188,-4.8165,0.4682,-4.7571,33.194
dsgdb9nsd_000102,6,36.3195,-0.7984,-1.8487,0.2502,28.0708,0.3523,-2.8216,0.1902,27.0029
dsgdb9nsd_000102,7,28.9201,3.2951,1.121,3.1946,33.6684,4.387,0.3231,2.8575,28.5805
dsgdb9nsd_000102,8,29.3982,0.0222,2.5851,-2.0511,27.6614,-8.3857,5.7002,-4.9149,32.7474
dsgdb9nsd_000102,9,24.6824,0.3551,0.3652,1.3031,38.5199,0.4166,-1.481,-4.115,27.0565
dsgdb9nsd_000102,10,26.4037,1.8091,-0.8679,-0.1801,29.8942,-1.3959,0.419,2.1598,36.8577
dsgdb9nsd_000102,11,29.1791,-1.8112,1.5718,-1.6536,30.0522,-5.5291,0.5077,-4.7448,30.8063
dsgdb9nsd_000102,12,27.5215,-3.6708,-1.2453,-3.4043,33.2597,3.9396,0.0818,1.5249,26.6921
dsgdb9nsd_000102,13,34.4694,-0.9641,1.3698,-3.255,27.0353,-0.8616,2.9118,-0.8041,25.686
dsgdb9nsd_000103,0,172.129,-14.0219,0.3636,-11.8035,183.158,-5.6194,-0.1984,-5.8203,172.325
dsgdb9nsd_000103,1,94.2146,-1.5415,-0.0445,-14.3093,164.72,-8.2194,0.216,-10.7313,154.702
dsgdb9nsd_000103,2,351.922,-0.0012,-0.0051,0.007,306.411,-114.698,0.0007,-109.577,217.054
dsgdb9nsd_000103,3,94.2149,1.5428,0.0425,14.31,164.723,-8.2201,-0.2143,-10.7338,154.704
dsgdb9nsd_000103,4,172.131,14.021,-0.3624,11.8034,183.16,-5.6164,0.1952,-5.8195,172.325
dsgdb9nsd_000103,5,30.9991,-0.0093,-0.4445,0.2656,32.1332,-4.9529,-0.7359,-4.9852,29.7905
dsgdb9nsd_000103,6,34.6911,1.0291,3.2384,-0.3704,27.9815,0.1425,4.1958,0.7264,28.0214
dsgdb9nsd_000103,7,30.0359,-3.1224,-2.6652,-3.8695,31.3059,4.1731,-2.0229,3.1319,30.3812
dsgdb9nsd_000103,8,27.2678,-1.7599,-3.0096,2.8675,29.4981,-5.8486,-5.1578,-5.4327,30.1387
dsgdb9nsd_000103,9,27.2675,1.7601,3.0097,-2.8674,29.4984,-5.8486,5.1581,-5.4327,30.1392
dsgdb9nsd_000103,10,31.0001,0.0085,0.4448,-0.2666,32.1355,-4.9521,0.7363,-4.985,29.7869
dsgdb9nsd_000103,11,30.0375,3.1228,2.6671,3.8703,31.3039,4.172,2.0247,3.1308,30.3821
dsgdb9nsd_000103,12,34.6889,-1.0285,-3.2405,0.371,27.9814,0.1431,-4.1979,0.7274,28.0239
dsgdb9nsd_000104,0,294.144,-16.5105,-20.671,-8.8263,301.029,-13.1464,-27.3559,-17.057,317.7
dsgdb9nsd_000104,1,113.862,-12.3606,-14.2916,-28.0425,168.254,28.9753,-20.0142,39.2509,142.318
dsgdb9nsd_000104,2,158.558,-1.011,-2.5652,-2.6863,177.444,29.8139,-2.2424,21.9265,179.594
dsgdb9nsd_000104,3,105.01,5.5047,12.2802,22.8022,166.905,24.8545,18.0763,35.0133,145.578
dsgdb9nsd_000104,4,308.794,-21.8252,-14.2654,-16.8239,350.156,13.5988,-24.4711,8.7779,314.872
dsgdb9nsd_000104,5,34.2029,0.3601,-9.6481,-0.861,27.9642,-0.8262,-12.2257,-0.3598,31.8621
dsgdb9nsd_000104,6,26.4045,-2.3201,1.361,1.4664,27.4612,6.3153,5.8716,3.6176,31.1802
dsgdb9nsd_000104,7,26.2808,-0.2453,0.0609,-0.1699,40.1124,-0.7103,0.0379,3.2935,27.3312
dsgdb9nsd_000104,8,26.9494,-0.1335,-0.2292,-0.2201,30.2989,1.4355,0.0734,-1.4595,37.803
dsgdb9nsd_000104,9,26.6702,1.9834,-1.9972,-1.992,27.7178,5.3898,-6.7132,3.482,31.0091
dsgdb9nsd_000104,10,34.9151,-5.0545,-1.4331,-5.8687,34.1678,4.8475,-1.2938,6.4474,21.1545
dsgdb9nsd_000105,0,142.451,6.8859,0.0001,6.8757,144.794,0,0.0001,-0.0001,130.903
dsgdb9nsd_000105,1,144.806,0.0002,0.014,-0.0006,144.804,0.023,0.0062,0.01,173.708
dsgdb9nsd_000105,2,150.135,-2.4342,0.0001,-2.4324,137.049,0,0.0001,-0.0001,130.827
dsgdb9nsd_000105,3,144.806,0.0005,-0.014,-0.0003,144.804,-0.0231,-0.0062,-0.01,173.708
dsgdb9nsd_000105,4,138.265,-4.4539,0.0001,-4.4465,149.031,0,0.0001,0,130.947
dsgdb9nsd_000105,5,35.4406,-1.1736,0,-0.5639,28.0729,0,0,0,26.0243
dsgdb9nsd_000105,6,28.5588,-1.7309,0,-2.3426,34.9461,0,0,0,26.0256
dsgdb9nsd_000105,7,25.0051,0,0.0008,0.0001,25.004,0.0015,-0.0009,-0.0016,37.2932
dsgdb9nsd_000105,8,29.1574,-3.0629,0,-2.4497,34.3496,0,0,0,26.0256
dsgdb9nsd_000105,9,31.5881,4.0881,0,3.4755,31.9188,0,0,0,26.0243
dsgdb9nsd_000105,10,25.0051,0,-0.0009,0.0001,25.004,-0.0015,0.0008,0.0016,37.2932
dsgdb9nsd_000105,11,30.6666,3.3225,0,3.933,32.8442,0,0,0,26.0264
