molecule_name,X,Y,Z
dsgdb9nsd_001660,-1.563,3.0101,0.0003
dsgdb9nsd_001661,-3.8982,2.1125,0
dsgdb9nsd_001663,-2.499,3.2382,-0.7629
dsgdb9nsd_001666,-0.2745,2.0061,0.3556
dsgdb9nsd_001667,-2.2436,1.6362,-0.1158
dsgdb9nsd_001668,-0.8108,2.0987,0.0002
dsgdb9nsd_001672,-0.2061,0.4178,-2.3418
dsgdb9nsd_001674,-0.4165,-1.743,-2.8865
dsgdb9nsd_001676,-0.081,-2.822,0.3682
dsgdb9nsd_001677,0.4176,-3.8876,-0.7962
dsgdb9nsd_001678,0.3836,3.4344,0.3012
